id,tick_lower,tick_upper,ticks,deposited_token0,deposited_token1,collected_token0,collected_token1,total_deposited_usd,total_profit_usd,apr_30d,apr,price_lower,price_upper,price_range,price_mid
"127071","-1","0","1","55425.631478","36238.951577","0","91662.907524","91664.583055","1.5131503891246614","0.00","0.02","0.9999","1.0000","0.0001","1.0000"
"153536","8","9","1","1944.587299","36972.895624","38886.163248","0","38917.482922999996","1.508212817281732","0.00","0.05","1.0008","1.0009","0.0001","1.0009"
"160302","6","7","1","7652.037863","1436.22727","9087.392362","0","9088.265132999999","1.50811991323735","0.02","0.22","1.0006","1.0007","0.0001","1.0007"
"127136","0","1","1","34774.18094","18662.830231","0","53439.357067","53437.011171","1.4926070481725526","0.00","0.03","1.0000","1.0001","0.0001","1.0000"
"42127","-3","-2","1","9145.414799","189.924404","9335.395992","0","9335.339203","1.4916939581031","0.01","0.14","0.9997","0.9998","0.0001","0.9998"
"191951","4","7","3","4105.521158","3844.924162","3182.426597","4768.538047","7950.445319999999","1.4909469988695663","0.02","0.28","1.0004","1.0007","0.0003","1.0006"
"110056","-1","0","1","130.051917","2927.30828","3057.512784","0","3057.360197","1.4904597253825758","0.04","0.54","0.9999","1.0000","0.0001","1.0000"
"163021","-1","6","7","2600","1230.585633","0","0","3830.5856329999997","1.4889863077179335","0.04","0.52","0.9999","1.0006","0.0007","1.0003"
"146964","11","12","1","4572.228436","2002.067859","6572.064915","0","6574.296295","1.4885820347428451","0.02","0.28","1.0011","1.0012","0.0001","1.0012"
"193015","5","6","1","2127.590828","1197.485342","609.06001","2716.863664","3325.07617","1.486633400432358","0.06","0.67","1.0005","1.0006","0.0001","1.0006"
"77355","1","2","1","4127.155483","873.36566","5000.426103","0","5000.521143","1.4860312716886288","0.02","0.30","1.0001","1.0002","0.0001","1.0002"
"74316","0","5","5","3999.70009","1356.021591","5355.635866","0","5355.721681","1.4816678587847742","0.02","0.28","1.0000","1.0005","0.0005","1.0003"
"88361","-3","-2","1","2603.209656","2136.486402","4740.288894","0","4739.6960579999995","1.4813444537101632","0.03","0.32","0.9997","0.9998","0.0001","0.9998"
"91094","-4","-3","1","1111.107663","937.49026","0","2048.23454","2048.5979230000003","1.4776939663912991","0.06","0.75","0.9996","0.9997","0.0001","0.9997"
"162152","3","6","3","9868.799902","5030.701698","14897.738071","0","14899.5016","1.477183529116315","0.01","0.13","1.0003","1.0006","0.0003","1.0005"
"209117","1","4","3","7066.654837","4021.097995","7131.693797","3956.045511","11087.752832","1.4751058317403922","0.02","0.21","1.0001","1.0004","0.0003","1.0003"
"130771","4","5","1","3824.313487","390.470891","0","4216.523335","4214.784378","1.473419982800263","0.03","0.42","1.0004","1.0005","0.0001","1.0005"
"177396","2","3","1","51.907061","1033.925302","1085.576397","0","1085.832363","1.472845703256597","0.16","1.92","1.0002","1.0003","0.0001","1.0003"
"68726","2","6","4","3351.126658","25108.164917","2215.741254","26244.18726","28459.291575","1.4714335675874635","0.00","0.05","1.0002","1.0006","0.0004","1.0004"
"80170","0","1","1","2024.503104","1475.619482","3500.091483","0","3500.122586","1.4707738537662425","0.04","0.43","1.0000","1.0001","0.0001","1.0000"
"42419","-6","-1","5","313.50572","357.408636","171.857751","499.016833","670.914356","1.4701943610461317","0.16","1.89","0.9994","0.9999","0.0005","0.9997"
"133922","8","9","1","717.406333","2334.969386","0","3053.013199","3052.375719","1.4565893434112092","0.05","0.57","1.0008","1.0009","0.0001","1.0009"
"112455","-1","1","2","19973.906829","944.143672","0","20918.140652","20918.050500999998","1.4545921352621716","0.01","0.08","0.9999","1.0001","0.0002","1.0000"
"81838","-2","-1","1","2298.548504","770.162143","3068.855019","0","3068.710647","1.4539310048944818","0.04","0.49","0.9998","0.9999","0.0001","0.9999"
"184766","1","2","1","8115.582432","168.728255","0","8285.536315","8284.310687000001","1.4520499314862167","0.02","0.26","1.0001","1.0002","0.0001","1.0002"
"162167","3","4","1","3035.188648","2134.196569","5168.701054","0","5169.385217","1.4516477442755877","0.03","0.37","1.0003","1.0004","0.0001","1.0004"
"146107","10","15","5","7999.999998","2770.51424","10767.56743","0","10770.514238","1.450957165320664","0.01","0.17","1.0010","1.0015","0.0005","1.0013"
"191916","4","7","3","6965.790412","7927.750376","6732.947719","8160.723954","14893.540788","1.4400673521361296","0.01","0.14","1.0004","1.0007","0.0003","1.0006"
"100726","-4","5","9","905.758635","17006.082331","6585.98993","11324.080028","17911.840966","1.4370478151354822","0.01","0.09","0.9996","1.0005","0.0009","1.0001"
"141540","3","8","5","2507.79977","861.162949","3368.64943","0","3368.962719","1.4333726616837996","0.04","0.52","1.0003","1.0008","0.0005","1.0006"
"155588","7","12","5","11037.33033","14731.846354","14458.18171","11307.735153","25769.176684","1.4209162669269706","0.01","0.07","1.0007","1.0012","0.0005","1.0010"
"186098","1","3","2","24039.51415","393.393524","24129.239653","303.658791","24432.907674","1.416656572992422","0.01","0.08","1.0001","1.0003","0.0002","1.0002"
"205852","2","3","1","1712.303721","342.091635","2054.3241","0","2054.395356","1.4093217956150803","0.09","1.08","1.0002","1.0003","0.0001","1.0003"
"59547","-3","-2","1","264.507526","728.178439","0","992.629548","992.685965","1.4089130438273973","0.11","1.36","0.9997","0.9998","0.0001","0.9998"
"133412","4","5","1","11267.980336","42050.866686","0","53324.362978","53318.847022","1.3959416657610424","0.00","0.03","1.0004","1.0005","0.0001","1.0005"
"123044","-2","-1","1","2464.967556","6764.142189","0","9228.830362","9229.109745","1.3789838255800404","0.01","0.17","0.9998","0.9999","0.0001","0.9999"
"120679","-2","-1","1","1959.821707","3190.422399","0","5150.010863","5150.244106","1.3772905084620477","0.03","0.31","0.9998","0.9999","0.0001","0.9999"
"91028","-5","-2","3","1451.180118","1464.168408","0","2914.950029","2915.3485259999998","1.3771304130949265","0.04","0.49","0.9995","0.9998","0.0003","0.9997"
"127087","-1","0","1","76150.43201","59506.18812","0","135654.481817","135656.62013","1.3706442589950696","0.00","0.01","0.9999","1.0000","0.0001","1.0000"
"162674","3","4","1","11789.239198","1852.236647","13640.907717","0","13641.475844999999","1.3675596218325525","0.01","0.13","1.0003","1.0004","0.0001","1.0004"
"115585","-3","-2","1","2827.768923","2082.761512","0","4909.883576","4910.530435000001","1.3645878373669347","0.03","0.32","0.9997","0.9998","0.0001","0.9998"
"151760","8","13","5","35572.551952","9135.273898","44700.055029","0","44707.82585","1.3621785760904002","0.00","0.04","1.0008","1.0013","0.0005","1.0011"
"160278","6","7","1","6745.005756","1265.984484","8010.220923","0","8010.990239999999","1.3593481430926286","0.02","0.22","1.0006","1.0007","0.0001","1.0007"
"154150","6","7","1","4755.573536","1699.600874","0","6458.325824","6455.17441","1.3550958857671718","0.02","0.27","1.0006","1.0007","0.0001","1.0007"
"70565","4","6","2","542.746956","9520.474402","10058.513894","0","10063.221357999999","1.3490468339686976","0.01","0.13","1.0004","1.0006","0.0002","1.0005"
"205189","2","3","1","1395.457241","477.580203","1712.906808","160.061738","1873.037444","1.3485913025859837","0.09","1.13","1.0002","1.0003","0.0001","1.0003"
"151342","9","10","1","12051.629275","673.397325","12724.418983","0","12725.0266","1.348505320954549","0.01","0.13","1.0009","1.0010","0.0001","1.0010"
"110617","-1","0","1","4365.63537","399.042689","4764.716291","0","4764.678059","1.3425645216291047","0.03","0.31","0.9999","1.0000","0.0001","1.0000"
"43633","-6","-1","5","578.70892","186.64098","193.589283","571.624966","765.3499","1.3317491937492445","0.12","1.51","0.9994","0.9999","0.0005","0.9997"
"153572","6","7","1","19571.584288","19323.239264","38882.754142","0","38894.823552","1.3301679044628114","0.00","0.04","1.0006","1.0007","0.0001","1.0007"
"100040","4","5","1","8820.690078","8343.451555","6479.954823","10685.253011","17164.141633","1.3294931195644661","0.01","0.08","1.0004","1.0005","0.0001","1.0005"
"184082","0","2","2","3000.863593","3171.508357","0","6172.826231","6172.371950000001","1.329274194648953","0.03","0.31","1.0000","1.0002","0.0002","1.0001"
"133988","9","10","1","14004.068751","39159.331265","0","53177.225638","53163.400016","1.322203493756382","0.00","0.03","1.0009","1.0010","0.0001","1.0010"
"49774","-3","-2","1","56.932592","143.953592","0","200.873991","200.886184","1.3219886853233607","0.48","5.87","0.9997","0.9998","0.0001","0.9998"
"183551","1","2","1","2363.590472","166.358366","0","2530.311155","2529.948838","1.3212659952298904","0.06","0.76","1.0001","1.0002","0.0001","1.0002"
"113112","-3","-2","1","918.328883","1418.222861","0","2336.350065","2336.551744","1.3193394745853737","0.05","0.64","0.9997","0.9998","0.0001","0.9998"
"71982","2","3","1","9022.848423","2105.609796","11128.017248","0","11128.458219","1.3161953778241595","0.01","0.12","1.0002","1.0003","0.0001","1.0003"
"72986","1","2","1","37488.095657","12498.811921","32829.651746","17157.85986","49986.907578","1.3099448946964045","0.00","0.03","1.0001","1.0002","0.0001","1.0002"
"166192","1","2","1","1044.563636","7041.957877","0","8086.723686","8086.521513","1.3087286877487","0.02","0.22","1.0001","1.0002","0.0001","1.0002"
"151916","9","11","2","5626.981214","75.26954","5702.182945","0","5702.250754000001","1.307327270785893","0.02","0.29","1.0009","1.0011","0.0002","1.0010"
"135534","11","14","3","4000","3660.106833","7655.821283","0","7660.106833","1.3039991416316652","0.02","0.20","1.0011","1.0014","0.0003","1.0013"
"128236","1","2","1","751.887804","10241.687645","0","10993.723262","10993.575449","1.2966302561321974","0.01","0.14","1.0001","1.0002","0.0001","1.0002"
"39271","-4","1","5","636.892219","297.89","934.877649","0","934.7822189999999","1.293210332754225","0.10","1.17","0.9996","1.0001","0.0005","0.9999"
"170049","2","4","2","3723.128673","2572.017115","3652.490911","2642.674855","6295.145788","1.292893982564547","0.02","0.28","1.0002","1.0004","0.0002","1.0003"
"153579","6","7","1","25039.853594","24722.121368","49746.533379","0","49761.974962","1.2877374427039803","0.00","0.03","1.0006","1.0007","0.0001","1.0007"
"154713","6","7","1","14641.847104","19815.483051","0","34467.27112","34457.330155","1.2845737335172598","0.00","0.05","1.0006","1.0007","0.0001","1.0007"
"42573","-4","-3","1","1270.106912","161.361961","1431.532517","0","1431.468873","1.2754169279087424","0.06","0.77","0.9996","0.9997","0.0001","0.9997"
"141186","4","5","1","11256.136463","2343.257525","0","13604.557114","13599.393988","1.2717495835746029","0.01","0.11","1.0004","1.0005","0.0001","1.0005"
"189342","1","2","1","9814.847167","193.000328","0","10009.329221","10007.847495","1.2710081956235606","0.02","0.19","1.0001","1.0002","0.0001","1.0002"
"154875","8","9","1","8676.637151","4937.01383","0","13621.18626","13613.650981","1.2704656379334573","0.01","0.12","1.0008","1.0009","0.0001","1.0009"
"99769","4","5","1","289.26927","20683.59586","0","20973.009593","20972.865130000002","1.2691333396331521","0.01","0.06","1.0004","1.0005","0.0001","1.0005"
"121624","-2","-1","1","1731.901865","4632.502851","0","6364.207984","6364.404716","1.268894942383375","0.02","0.23","0.9998","0.9999","0.0001","0.9999"
"134004","10","11","1","419.467252","3577.142274","0","3997.068964","3996.6095259999997","1.2682706685165046","0.03","0.38","1.0010","1.0011","0.0001","1.0011"
"120624","-2","-1","1","2177.316779","2470.215911","0","4647.263989","4647.53269","1.266424117908962","0.03","0.31","0.9998","0.9999","0.0001","0.9999"
"111964","-1","0","1","13614.008366","1357.983788","14972.121792","0","14971.992154","1.2657530203127176","0.01","0.09","0.9999","1.0000","0.0001","1.0000"
"121403","-2","-1","1","1602.214229","4367.176531","0","5969.209057","5969.39076","1.2648648492304135","0.02","0.25","0.9998","0.9999","0.0001","0.9999"
"153157","9","10","1","9892.098483","206.442554","1382.395666","8724.183422","10098.541036999999","1.262723491565624","0.01","0.16","1.0009","1.0010","0.0001","1.0010"
"75859","-1","3","4","1629.72128","2064.877398","3694.574369","0","3694.5986780000003","1.2619395467626078","0.03","0.34","0.9999","1.0003","0.0004","1.0001"
"91029","-4","-3","1","2000.498735","2056.13581","1520.545785","2535.923983","4056.634545","1.261865745766949","0.03","0.32","0.9996","0.9997","0.0001","0.9997"
"110479","-1","0","1","3635.428501","380.925517","4016.390303","0","4016.354018","1.2603135439700772","0.03","0.35","0.9999","1.0000","0.0001","1.0000"
"150342","9","11","2","941.336622","4090.065351","5027.390662","0","5031.401973","1.2602819521725683","0.03","0.32","1.0009","1.0011","0.0002","1.0010"
"115764","-3","-2","1","2670.388507","2054.497773","0","4724.276848","4724.886280000001","1.259690823116096","0.02","0.30","0.9997","0.9998","0.0001","0.9998"
"127056","-1","0","1","34585.167629","20920.212571","0","55504.302782","55505.3802","1.259141415719036","0.00","0.03","0.9999","1.0000","0.0001","1.0000"
"142262","5","6","1","1494.14047","2487.074126","0","3982.083241","3981.214596","1.2591141931891472","0.03","0.39","1.0005","1.0006","0.0001","1.0006"
"91792","-4","-3","1","1087.160983","910.949095","0","1997.754434","1998.1100780000002","1.2571538537770652","0.05","0.66","0.9996","0.9997","0.0001","0.9997"
"133695","4","6","2","15065.663643","10313.020626","0","25386.830933","25378.684268999998","1.2555785754637823","0.00","0.06","1.0004","1.0006","0.0002","1.0005"
"201073","5","6","1","3186.869598","4631.838559","7816.255841","0","7818.708157","1.25490986191662","0.02","0.25","1.0005","1.0006","0.0001","1.0006"
"182114","1","2","1","793.390233","903.993665","0","1697.524037","1697.383898","1.2524802332585636","0.09","1.06","1.0001","1.0002","0.0001","1.0002"
"99571","1","2","1","16527.8726","83494.809139","0","100025.850883","100022.681739","1.2492925837437543","0.00","0.01","1.0001","1.0002","0.0001","1.0002"
"172066","-3","2","5","0","8421.680597","0","8421.680596","8421.680597","1.2463806807642186","0.02","0.20","0.9997","1.0002","0.0005","1.0000"
"94588","-5","-2","3","4532.030436","5198.768269","0","9729.57597","9730.798705000001","1.2459812286207956","0.01","0.13","0.9995","0.9998","0.0003","0.9997"
"80483","0","1","1","3049.582829","1942.38884","4991.933882","0","4991.9716690000005","1.2403546105358012","0.02","0.25","1.0000","1.0001","0.0001","1.0000"
"88794","-4","1","5","1959.019048","780.098187","1953.165305","785.950423","2739.117235","1.2384981223098166","0.04","0.47","0.9996","1.0001","0.0005","0.9999"
"88068","-3","-2","1","295.587928","2772.101749","3068.396109","0","3067.689677","1.2369196184990285","0.03","0.42","0.9997","0.9998","0.0001","0.9998"
"71694","3","6","3","17741.517878","23093.408455","40826.041832","0","40834.926332999996","1.2334885436128422","0.00","0.03","1.0003","1.0006","0.0003","1.0005"
"154083","5","8","3","9509.38966","5475.595207","0","14991.689005","14984.984867000001","1.2313160242718335","0.01","0.11","1.0005","1.0008","0.0003","1.0007"
"118469","-3","-2","1","1140.305894","8798.223667","0","9938.294995","9938.529561","1.2301187239353837","0.01","0.14","0.9997","0.9998","0.0001","0.9998"
"42657","-4","-2","2","2941.779698","219.383378","3161.249318","0","3161.163076","1.2275573828373225","0.03","0.34","0.9996","0.9998","0.0002","0.9997"
"133532","4","5","1","13363.751993","50159.180765","0","63529.475285","63522.932757999995","1.2157321553204947","0.00","0.02","1.0004","1.0005","0.0001","1.0005"
"70746","5","6","1","1643.479401","16697.600589","18331.974096","0","18341.079990000002","1.2134035257741367","0.01","0.07","1.0005","1.0006","0.0001","1.0006"
"88579","-4","0","4","2569.269497","1425","0","3993.93903","3994.269497","1.2126617329230451","0.03","0.32","0.9996","1.0000","0.0004","0.9998"
"80003","0","2","2","3674.180438","1169.475352","4843.627556","0","4843.65579","1.2122681136043119","0.02","0.26","1.0000","1.0002","0.0002","1.0001"
"130775","4","5","1","3432.584221","564.545035","0","3998.69843","3997.129256","1.2114802018586337","0.03","0.36","1.0004","1.0005","0.0001","1.0005"
"182420","1","2","1","1612.937046","263.198599","0","1876.388904","1876.135645","1.2093171617483194","0.08","0.93","1.0001","1.0002","0.0001","1.0002"
"154516","5","10","5","4846.806696","2207.462319","7052.993106","0","7054.269015","1.2072987695372672","0.02","0.22","1.0005","1.0010","0.0005","1.0008"
"66056","-3","-2","1","11372.783211","24990.702724","0","36361.03395","36363.485935","1.205808493681319","0.00","0.03","0.9997","0.9998","0.0001","0.9998"
"99670","2","4","2","7105.355274","10503.999999","17606.628476","0","17609.355273","1.2003991841303092","0.01","0.07","1.0002","1.0004","0.0002","1.0003"
"159971","5","8","3","6473.11611","8506.070281","14974.210728","0","14979.186391","1.1986214078742616","0.01","0.11","1.0005","1.0008","0.0003","1.0007"
"134092","10","11","1","651.55686","49208.475232","0","49860.748736","49860.032091999994","1.1975610535647556","0.00","0.03","1.0010","1.0011","0.0001","1.0011"
"154964","8","9","1","24166.584928","14706.697627","0","38894.289126","38873.282555","1.1939998824565206","0.00","0.04","1.0008","1.0009","0.0001","1.0009"
"150985","7","12","5","3875.047345","3931.906182","7803.70786","0","7806.953527","1.1882361384101332","0.02","0.19","1.0007","1.0012","0.0005","1.0010"
"67682","3","8","5","588.145127","370.146197","0","958.671682","958.291324","1.185879677980748","0.10","1.22","1.0003","1.0008","0.0005","1.0006"
"134879","12","14","2","55303.54282","31594.682796","68861.331159","18019.84178","86898.22561600001","1.1846093925786545","0.00","0.02","1.0012","1.0014","0.0002","1.0013"
"114772","-3","-2","1","131057.044123","93015.075158","131049.524312","93022.593023","224072.119281","1.1825657566317447","0.00","0.01","0.9997","0.9998","0.0001","0.9998"
"112774","-1","0","1","53385.87506","5289.597981","58675.978155","0","58675.473041","1.1798024528765176","0.00","0.02","0.9999","1.0000","0.0001","1.0000"
"44581","-7","-3","4","2237.095382","2353.778464","0","4589.984969","4590.873846","1.171344577970832","0.02","0.22","0.9993","0.9997","0.0004","0.9995"
"143592","12","13","1","7901.870128","5709.884729","13604.787924","0","13611.754857","1.1705637252364924","0.01","0.11","1.0012","1.0013","0.0001","1.0013"
"80323","-1","4","5","8804.312151","3365.452149","12169.868184","0","12169.7643","1.1689465044665066","0.01","0.10","0.9999","1.0004","0.0005","1.0002"
"72377","2","4","2","59586.529787","1575.360032","61161.570738","0","61161.889818999996","1.168652166772595","0.00","0.02","1.0002","1.0004","0.0002","1.0003"
"172127","1","2","1","0","1577.345789","0","1577.345788","1577.345789","1.1670929114994872","0.08","1.02","1.0001","1.0002","0.0001","1.0002"
"154396","5","8","3","15948.433149","13503.793063","0","29463.692707","29452.226212","1.1664644387961327","0.00","0.05","1.0005","1.0008","0.0003","1.0007"
"100971","-2","4","6","1585.099682","2411","3508.803204","487.262672","3996.099682","1.16182599415838","0.03","0.31","0.9998","1.0004","0.0006","1.0001"
"119913","-3","-2","1","3561.452118","26398.529377","0","29959.248152","29959.981495","1.158869637526715","0.00","0.04","0.9997","0.9998","0.0001","0.9998"
"78662","0","5","5","5799.600667","1849.500046","7648.988938","0","7649.100713","1.158346545946864","0.01","0.15","1.0000","1.0005","0.0005","1.0003"
"84697","-2","-1","1","6292.114654","3827.481533","7736.033195","2383.807366","10119.596187","1.1580860068803365","0.01","0.12","0.9998","0.9999","0.0001","0.9999"
"91484","-4","-2","2","2298.979574","678.929741","0","2977.272168","2977.909315","1.150898620354249","0.03","0.40","0.9996","0.9998","0.0002","0.9997"
"75866","1","2","1","1809.739204","450.023345","2259.712955","0","2259.762549","1.1508707889568792","0.04","0.51","1.0001","1.0002","0.0001","1.0002"
"154869","8","9","1","8192.703446","3610.485831","0","11810.281017","11803.189277","1.15081807997634","0.01","0.13","1.0008","1.0009","0.0001","1.0009"
"56035","-3","-1","2","635.060657","363.761195","0","998.717984","998.821852","1.1424274802516383","0.09","1.08","0.9997","0.9999","0.0002","0.9998"
"99525","1","2","1","3590.143724","31562.12921","0","35152.972659","35152.272934","1.1402148695865995","0.00","0.03","1.0001","1.0002","0.0001","1.0002"
"99895","5","6","1","2710.581081","350.679447","0","3062.767208","3061.260528","1.1393532516212317","0.03","0.40","1.0005","1.0006","0.0001","1.0006"
"94430","-6","0","6","1963.637458","1499.54993","0","3462.853462","3463.187388","1.1389968424719987","0.03","0.35","0.9994","1.0000","0.0006","0.9997"
"69235","5","6","1","936.150028","2052.044018","2987.097924","0","2988.194046","1.1388035196968276","0.03","0.38","1.0005","1.0006","0.0001","1.0006"
"70393","4","9","5","12080.018334","7358.566354","19434.946206","0","19438.584688","1.1338729637426888","0.00","0.06","1.0004","1.0009","0.0005","1.0007"
"99008","-3","-2","1","6631.936178","4949.862455","0","11580.282637","11581.798633","1.1325163208718978","0.01","0.10","0.9997","0.9998","0.0001","0.9998"
"38958","-2","-1","1","3447.837312","103.806689","3551.664611","0","3551.644001","1.1271580686527403","0.02","0.27","0.9998","0.9999","0.0001","0.9999"
"53574","-3","-2","1","93.665457","216.997372","0","310.642686","310.662829","1.1211267715816027","0.27","3.34","0.9997","0.9998","0.0001","0.9998"
"124507","-1","0","1","19994.26006","0","0","19993.260421","19994.26006","1.1198586674434292","0.01","0.07","0.9999","1.0000","0.0001","1.0000"
"74657","0","5","5","554.767807","182.168819","0","737.109614","736.9366259999999","1.1195490016316278","0.13","1.53","1.0000","1.0005","0.0005","1.0003"
"81009","0","1","1","6996.798502","4827.484763","11824.184715","0","11824.283265","1.118506488653499","0.01","0.10","1.0000","1.0001","0.0001","1.0000"
"72266","2","3","1","19229.06471","474.835763","19703.804947","0","19703.900472999998","1.1127435408453303","0.00","0.06","1.0002","1.0003","0.0001","1.0003"
"155010","9","10","1","2496.587708","448.162983","2944.34414","0","2944.750691","1.109424338339819","0.04","0.49","1.0009","1.0010","0.0001","1.0010"
"88693","-4","-1","3","1550.262629","1405.732727","0","2955.718428","2955.9953560000004","1.1083137479424905","0.03","0.39","0.9996","0.9999","0.0003","0.9998"
"204920","2","3","1","549.825322","625.537455","1175.221048","0","1175.362777","1.1040921972556599","0.12","1.47","1.0002","1.0003","0.0001","1.0003"
"88821","-4","-1","3","5612.444291","5005.052097","9009.589635","1608.947924","10617.496388","1.1040739672744753","0.01","0.11","0.9996","0.9999","0.0003","0.9998"
"120609","-2","-1","1","2324.64229","1690.891693","0","4015.234269","4015.533983","1.1040240740693554","0.03","0.32","0.9998","0.9999","0.0001","0.9999"
"133972","7","12","5","1554.620282","1101.389496","0","2657.644724","2656.009778","1.1026108851266645","0.04","0.50","1.0007","1.0012","0.0005","1.0010"
"71304","4","5","1","2278.827861","5914.832001","8191.081155","0","8193.659862","1.099567376226897","0.01","0.13","1.0004","1.0005","0.0001","1.0005"
"44573","-5","-4","1","1912.41507","103.42618","0","2014.985805","2015.84125","1.0920162862355243","0.04","0.47","0.9995","0.9996","0.0001","0.9996"
"80437","0","1","1","2972.475377","1841.379451","2884.795781","1929.062479","4813.854828","1.0912013838142953","0.02","0.23","1.0000","1.0001","0.0001","1.0000"
"191881","3","4","1","5950.543175","43761.461534","0","49714.349645","49712.004709","1.1084794393342419","0.00","0.03","1.0003","1.0004","0.0001","1.0004"
"95189","-4","-3","1","1659.703623","2136.043527","0","3795.213072","3795.74715","1.0800347540910162","0.02","0.30","0.9996","0.9997","0.0001","0.9997"
"66461","-1","4","5","399.81309","5304.009813","0","5703.97584","5703.822902999999","7.504847453640329","0.11","1.29","0.9999","1.0004","0.0005","1.0002"
"143560","12","13","1","6883.87826","5007.45321","11885.221206","0","11891.331470000001","1.0785693516301893","0.01","0.11","1.0012","1.0013","0.0001","1.0013"
"150418","10","11","1","3272.397761","4880.688043","8148.061929","0","8153.085804","1.0780529126241702","0.01","0.17","1.0010","1.0011","0.0001","1.0011"
"65454","-3","-2","1","3727.765601","6273.681542","3083.131186","6918.165107","10001.447143000001","1.0768502724426268","0.01","0.11","0.9997","0.9998","0.0001","0.9998"
"199690","5","7","2","6043.390832","2601.194067","8643.206496","0","8644.584899","1.0720428511190374","0.02","0.19","1.0005","1.0007","0.0002","1.0006"
"162107","5","6","1","46598.142512","11969.118511","58561.156074","0","58567.261023","1.0701155390465718","0.00","0.02","1.0005","1.0006","0.0001","1.0006"
"193727","5","6","1","14736.083211","27783.464783","13631.796796","28888.377051","42519.547994","1.069263008309339","0.00","0.04","1.0005","1.0006","0.0001","1.0006"
"67018","3","4","1","399.724473","2615.969172","3014.795597","0","3015.6936450000003","1.0661702118318663","0.03","0.35","1.0003","1.0004","0.0001","1.0004"
"155955","9","10","1","550","3711.207073","4257.707223","0","4261.207073","1.0657797606348953","0.03","0.32","1.0009","1.0010","0.0001","1.0010"
"154424","4","8","4","4071.089561","6128.552318","10196.455148","0","10199.641878999999","1.0650863102154982","0.01","0.13","1.0004","1.0008","0.0004","1.0006"
"81922","-2","0","2","4000","782.700489","4782.844224","0","4782.700489","1.0627339431319967","0.02","0.23","0.9998","1.0000","0.0002","0.9999"
"114045","-3","-2","1","1350","1148.22854","0","2497.922117","2498.22854","1.0627251187661753","0.04","0.48","0.9997","0.9998","0.0001","0.9998"
"151322","9","11","2","16656.590971","500.402061","17156.541438","0","17156.993032000002","1.0599842480295694","0.01","0.08","1.0009","1.0011","0.0002","1.0010"
"118423","-3","-2","1","939.858813","7253.551449","0","8193.21693","8193.410262","1.0534517317049568","0.01","0.15","0.9997","0.9998","0.0001","0.9998"
"99287","-1","0","1","19342.016626","549.344673","0","19890.42095","19891.361299","1.0520550578670054","0.00","0.06","0.9999","1.0000","0.0001","1.0000"
"115247","-3","-1","2","2945.340292","1335.570515","0","4280.407969","4280.910807","1.0515832823489162","0.02","0.28","0.9997","0.9999","0.0002","0.9998"
"131741","4","5","1","3241.426015","7578.256542","0","10821.255002","10819.682557","1.0507447222721873","0.01","0.12","1.0004","1.0005","0.0001","1.0005"
"84505","-4","1","5","3342.981347","2999.204407","5637.947406","704.821118","6342.185754","1.0507398225350724","0.01","0.17","0.9996","1.0001","0.0005","0.9999"
"114076","-3","-2","1","1339.61039","1139.010373","0","2478.316694","2478.620763","1.04620386017963","0.04","0.48","0.9997","0.9998","0.0001","0.9998"
"127140","0","1","1","25322.42107","13590.199185","0","38914.328527","38912.620255","1.045057990151818","0.00","0.03","1.0000","1.0001","0.0001","1.0000"
"143315","12","13","1","4659.025645","3985.116321","8639.271249","0","8644.141966","1.042133284312591","0.01","0.15","1.0012","1.0013","0.0001","1.0013"
"100342","3","5","2","36280.374223","150685.487512","38203.923821","148761.052636","186965.86173499998","1.0419111035428357","0.00","0.01","1.0003","1.0005","0.0002","1.0004"
"159974","6","7","1","6451.599454","3858.722692","8985.850907","1322.886615","10310.322146","1.0402360544478295","0.01","0.13","1.0006","1.0007","0.0001","1.0007"
"121375","-2","-1","1","1303.786387","3554.864068","0","4858.5026","4858.650455","1.0399219033111249","0.02","0.25","0.9998","0.9999","0.0001","0.9999"
"97639","-4","-2","2","7165.472334","2885.964466","0","10049.4933","10051.4368","1.0398731132631567","0.01","0.11","0.9996","0.9998","0.0002","0.9997"
"42740","-4","-3","1","1718.018213","278.28844","1996.416043","0","1996.306653","1.0372755215064582","0.04","0.45","0.9996","0.9997","0.0001","0.9997"
"89039","-3","-2","1","7898.769241","2416.214221","10315.665412","0","10314.983462","1.036262442366598","0.01","0.10","0.9997","0.9998","0.0001","0.9998"
"118898","-2","1","3","8401.981116","0","0","8401.561048","8401.981116","1.0361649688254622","0.01","0.14","0.9998","1.0001","0.0003","1.0000"
"142994","7","18","11","2920.462877","2678.452689","5596.337737","0","5598.915566","1.0356415555368375","0.02","0.23","1.0007","1.0018","0.0011","1.0013"
"79082","1","2","1","7806.081987","2108.78618","9525.429404","389.248223","9914.868167","1.0341360649834037","0.01","0.11","1.0001","1.0002","0.0001","1.0002"
"81549","-1","1","2","11209.910625","5834.55265","17044.846996","0","17044.463275000002","1.0335681572503606","0.01","0.06","0.9999","1.0001","0.0002","1.0000"
"135357","12","13","1","1625.645085","1128.366422","2415.937036","337.111871","2754.011507","1.0279518980660907","0.04","0.45","1.0012","1.0013","0.0001","1.0013"
"114676","-3","-2","1","30799.139992","22762.226741","31325.645919","22235.856619","53561.366733","1.0247688051554633","0.00","0.02","0.9997","0.9998","0.0001","0.9998"
