id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	collected_token0	collected_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	price_lower	price_upper	price_range	price_mid
39345	-3	-2	1	153897.690139	49981.641801	203893.715003	0.0	203879.33194	348.321884	0.12	1.45	0.9997	0.9998	0.0001	0.9998
39368	-3	-2	1	64308.278793	17174.684625	81487.935255	0.0	81482.963418	134.321946	0.12	1.4	0.9997	0.9998	0.0001	0.9998
192077	5	6	1	55971.954138	44877.603516	89423.367501	11408.527452	100849.557654	96.508485	0.12	1.43	1.0005	1.0006	0.0001	1.0006
204885	2	3	1	38214.675429	45156.745584	83361.168561	0.0	83371.421013	79.440279	0.12	1.49	1.0002	1.0003	0.0001	1.0003
168332	2	3	1	48027.105789	10492.798839	58517.712354	0.0	58519.904628	65.018297	0.12	1.51	1.0002	1.0003	0.0001	1.0003
168585	2	3	1	27915.275375	32826.418417	60734.242815	0.0	60741.693792	62.676247	0.12	1.41	1.0002	1.0003	0.0001	1.0003
191971	5	6	1	34294.719688	28002.374232	62282.468124	0.0	62297.09392	62.422863	0.12	1.5	1.0005	1.0006	0.0001	1.0006
168347	2	3	1	40799.290403	8913.690299	49711.118354	0.0	49712.980702	54.696768	0.12	1.5	1.0002	1.0003	0.0001	1.0003
39335	-3	-2	1	14384.595971	9996.42871	24383.818897	0.0	24381.024681	42.542392	0.12	1.48	0.9997	0.9998	0.0001	0.9998
168336	2	3	1	28161.140208	6152.550199	34312.404947	0.0	34313.690407	38.077104	0.12	1.51	1.0002	1.0003	0.0001	1.0003
191912	5	6	1	8003.79867	11837.186871	18916.01919	919.172063	19840.985541	19.059959	0.12	1.44	1.0005	1.0006	0.0001	1.0006
168467	2	3	1	8253.154756	9693.028501	15460.774088	2483.8284	17946.183257	18.894623	0.12	1.43	1.0002	1.0003	0.0001	1.0003
204892	2	3	1	7498.827348	8856.743193	16353.559746	0.0	16355.570541	15.51877	0.12	1.49	1.0002	1.0003	0.0001	1.0003
