id,owner,tick_lower,tick_upper,tick_width,category,deposited_token0,deposited_token1,collected_token0,collected_token1,total_deposited_usd,total_profit_usd,apr_est_30d,price_lower,price_upper,price_range,price_mid
300735,,-1,0,1,1 tick,553.961242,488.0,0.0,1041.946517,1041.9612419999999,-0.014724999999771171,-0.017193937686204513,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300773,,-1,0,1,1 tick,608.971086,540.0,0.0,1148.954948,1148.971086,-0.016137999999955355,-0.017088825737963217,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300821,,-1,0,1,1 tick,20858.693956,31020.744775,0.0,51879.019381,51879.438731,-0.4193500000037602,-0.009834515930612247,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300833,,-1,0,1,1 tick,78722.651133,121690.820204,0.0,200411.907857,200413.47133700002,-1.563480000011623,-0.009491547585718374,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300865,,-1,0,1,1 tick,6274.410206,9677.81794,0.0,15952.10346,15952.228146000001,-0.12468600000102015,-0.009509724824195173,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300893,,-1,0,1,1 tick,21386.978082,35387.829769,0.0,56774.398506,56774.807851000005,-0.4093450000073062,-0.008772137423742662,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300906,,-1,0,1,1 tick,29879.039256,80105.948848,0.0,109984.581168,109984.988104,-0.4069359999994049,-0.004501573125577637,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300911,,-1,0,1,1 tick,74257.184178,185041.620149,0.0,259297.740915,259298.804327,-1.0634119999886025,-0.004989679519261651,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300917,,-4,3,7,6–10 ticks,21297.860789,23897.032417,21996.779496,23198.138362,45194.89320599999,0.024652000007336028,0.0006636428266105585,0.9996000999800035,1.0003000300009999,0.0006999300209963311,0.9999500649905018
300935,,-1,0,1,1 tick,2134.982053,5095.050911,0.0,7230.001437,7230.032964,-0.03152700000009645,-0.005305349255129254,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300961,,-1,0,1,1 tick,2103.248152,4892.484817,0.0,6995.701354,6995.732969,-0.03161499999987427,-0.005498339750382444,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
300984,,-1,0,1,1 tick,14568.761689,33431.238311,0.0,47999.778925,48000.0,-0.2210750000012922,-0.0056036371528105314,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301070,,-1,0,1,1 tick,2049.0,4939.459778,0.0,6988.429742,6988.459778,-0.030036000000109198,-0.005229163672827374,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301130,,-1,0,1,1 tick,148318.848252,321084.956528,0.0,469401.443028,469403.80478,-2.361751999997068,-0.006121520328699722,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301161,,-1,0,1,1 tick,5525.408611,10000.279133,0.0,15525.58943,15525.687743999999,-0.0983139999989362,-0.007704352208912516,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301243,,-1,0,1,1 tick,3661.760779,6513.210306,0.0,10174.905199,10174.971085000001,-0.06588600000031875,-0.007878282830558804,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301290,,-1,0,1,1 tick,8016.308167,14475.215441,0.0,22491.380763,22491.523608,-0.14284499999848776,-0.0077271221384194325,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301329,,-2,3,5,2–5 ticks,50926.78827,24585.221381,0.0,0.0,75512.009651,-75512.009651,-1216.6666666666665,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
301435,,-1,0,1,1 tick,71228.973742,134179.999998,0.0,205407.73885,205408.97374000002,-1.2348900000215508,-0.007314429709034873,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301449,,-1,0,1,1 tick,6187.369224,11929.345189,0.0,18116.608762,18116.714413,-0.10565100000167149,-0.00709521865122496,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301623,,-1,0,1,1 tick,8075.550087,15838.045206,0.0,23913.458943,23913.595293,-0.13634999999703723,-0.006937162645926162,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301647,,-1,0,1,1 tick,4444.14109,2653.329173,0.0,7097.331137,7097.470263,-0.13912600000003295,-0.023849337918206186,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301749,,-1,0,1,1 tick,5056.788193,3051.0,0.0,8107.630511,8107.788193,-0.15768200000002253,-0.023661993723392363,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
301876,,-1,0,1,1 tick,6458.907275,3896.9649,3200.819908,7154.900326,10355.872175,-0.15194100000007893,-0.01785089144363604,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
302093,,-1,0,1,1 tick,101.748782,93.323158,0.0,195.068945,195.07194,-0.0029949999999985266,-0.01867986070505514,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
302364,,-1,0,1,1 tick,408.344286,275.117654,0.0,683.449741,683.46194,-0.012199000000009619,-0.021716083658847734,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
302383,,-2,0,2,2–5 ticks,1.917042,4.499998,1.917041,4.499997,6.41704,-2.000000000279556e-06,-0.0003791987168029901,0.9998000299960005,1.0,0.0001999700039995167,0.9999000149980002
302408,,-1,0,1,1 tick,28985.032748,19528.36,0.0,48512.526946,48513.392748,-0.865802000000258,-0.021713435685799858,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
302431,,-1,0,1,1 tick,6237.901279,4202.7495,3224.266801,7216.247429,10440.650779,-0.13654899999892223,-0.015912285563608103,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
302525,,-1,0,1,1 tick,54279.363521,40450.0,0.0,94727.808568,94729.36352099999,-1.5549529999989318,-0.019971204418708442,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
302540,,-1,0,1,1 tick,3086.302195,2300.0,0.0,5386.213781,5386.302195,-0.08841399999982968,-0.01997109756788524,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
302788,,-1,0,1,1 tick,1356.946361,1964.28646,0.0,3321.203547,3321.232821,-0.0292739999999867,-0.010723939548826895,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
303414,,-1,0,1,1 tick,1095.019155,994.427897,0.0,2089.418361,2089.447052,-0.028690999999980704,-0.016706517305569827,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
303427,,-1,0,1,1 tick,600.032315,541.406537,0.0,1141.423081,1141.438852,-0.015771000000086133,-0.016810405539012436,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
303436,,-1,0,1,1 tick,77579.894685,69028.768384,0.0,146606.610626,146608.663069,-2.052442999993218,-0.01703268368356805,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
303466,,-1,0,1,1 tick,4997.632512,4445.514015,0.0,0.0,9443.146527,-9443.146527,-1216.6666666666665,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
303872,,-1,1,2,2–5 ticks,751.5,249.100132,0.0,0.0,1000.600132,-1000.600132,-1216.6666666666665,0.9999000099990001,1.0001,0.0001999900009999056,1.0000000049995
303905,,-1,0,1,1 tick,49312.579942,51860.694192,0.0,101172.072342,101173.274134,-1.2017920000071172,-0.014452238293076548,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
304026,,-2,3,5,2–5 ticks,21999.999999,9562.122874,31563.311071,0.0,31562.122873,1.1881979999998293,0.04580303124149086,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
304044,,-1,0,1,1 tick,1228.659994,1306.768437,0.0,2535.398661,2535.4284310000003,-0.029770000000098662,-0.01428561982816493,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
304184,,-1,0,1,1 tick,21886.08646,23698.550853,0.0,45584.111829,45584.637313,-0.5254839999979595,-0.014025314324083804,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
304402,,-2,3,5,2–5 ticks,967.728899,437.0,1404.782312,0.0,1404.728899,0.053413000000091415,0.046262176789443187,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
304456,,-2,3,5,2–5 ticks,1672.321631,755.320718,2427.734662,0.0,2427.642349,0.09231299999964904,0.04626470206611681,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
304641,,-1,1,2,2–5 ticks,14.364938,7.964735,4.245897,18.083867,22.329673,9.100000000117348e-05,0.004958275325755751,0.9999000099990001,1.0001,0.0001999900009999056,1.0000000049995
304734,,-2,2,4,2–5 ticks,142.014067,93.997102,137.482356,98.528645,236.011169,-0.0001679999999737447,-0.0008660607073559984,0.9998000299960005,1.00020001,0.0003999800039994339,1.0000000199980001
305271,,-1,0,1,1 tick,85848.277834,161742.0,0.0,247588.78963,247590.277834,-1.488203999993857,-0.0073130827907810555,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
305397,,-1,1,2,2–5 ticks,751.871967,363.770669,0.0,1115.66715,1115.642636,0.02451399999995374,0.02673379960947493,0.9999000099990001,1.0001,0.0001999900009999056,1.0000000049995
305413,,-2,3,5,2–5 ticks,1317.080513,649.97,0.0,1967.225169,1967.0505130000001,0.17465599999991355,0.10802881366230992,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
305594,,-1,0,1,1 tick,11531.536378,22294.951397,0.0,33826.291232,33826.487775,-0.19654299999820068,-0.0070692327933971405,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
305667,,-1,0,1,1 tick,15892.697655,31767.0,0.0,47659.432696,47659.697654999996,-0.2649589999928139,-0.006763928417216273,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
305713,,-2,2,4,2–5 ticks,2801.537137,1999.3,0.0,4801.070475,4800.8371369999995,0.23333800000091287,0.059134388142393954,0.9998000299960005,1.00020001,0.0003999800039994339,1.0000000199980001
305729,,-1,1,2,2–5 ticks,3220.049892,1606.893348,4827.050432,0.0,4826.9432400000005,0.10719199999948614,0.027018534680906692,0.9999000099990001,1.0001,0.0001999900009999056,1.0000000049995
305790,,-1,1,2,2–5 ticks,20.769504,10.364357,31.134552,0.0,31.133861000000003,0.0006909999999962224,0.027003289655018067,0.9999000099990001,1.0001,0.0001999900009999056,1.0000000049995
305791,,-1,0,1,1 tick,178.123757,354.847979,0.0,532.968758,532.971736,-0.002977999999984604,-0.006798171626336676,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
305998,,-1,0,1,1 tick,3.303071,6.695696,0.0,9.998712,9.998767,-5.500000000147054e-05,-0.00669249185109082,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
306114,,-2,3,5,2–5 ticks,2989.807637,1497.806505,4123.676023,364.047273,4487.614142,0.10915399999976216,0.02959346083035941,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
306204,,-2,3,5,2–5 ticks,444.839343,222.940985,0.0,0.0,667.780328,-667.780328,-1216.6666666666665,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
306217,,-2,3,5,2–5 ticks,158.581506,79.472421,0.0,0.0,238.053927,-238.053927,-1216.6666666666665,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
306229,,-2,3,5,2–5 ticks,303.127459,151.89573,0.0,0.0,455.023189,-455.023189,-1216.6666666666665,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
306313,,-1,0,1,1 tick,12863.629784,26587.517572,0.0,39450.937654,39451.147356,-0.20970200000010664,-0.00646717397167563,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
306370,,-4,7,11,>10 ticks,5.979607,2.999,5.158154,3.820467,8.978607,1.4000000000180535e-05,0.0018971020040806977,0.9996000999800035,1.0007002100350033,0.00110011005499977,1.0001501550075034
307085,,-1,1,2,2–5 ticks,90.597991,46.628719,0.0,0.0,137.22671,-137.22671,-1216.6666666666665,0.9999000099990001,1.0001,0.0001999900009999056,1.0000000049995
308079,,-2,3,5,2–5 ticks,31778.756908,16003.0,0.0,47786.006726,47781.756907999996,4.24981800000387,0.10821309710231695,0.9998000299960005,1.0003000300009999,0.0005000000049993902,1.0000500299985002
308991,,-1,0,1,1 tick,3242.047528,7194.649179,0.0,10436.646355,10436.696707,-0.05035199999838369,-0.005869826604901214,0.9999000099990001,1.0,9.999000099991662e-05,0.9999500049995
311509,,0,1,1,1 tick,12434.613023,1049.193682,0.0,13484.476796,13483.806704999999,0.6700910000017757,0.06046344338599697,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311512,,0,1,1,1 tick,35963.538351,3034.263258,0.0,38999.739645,38997.801609,1.9380359999995562,0.060463505703236574,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311514,,0,1,1,1 tick,5824.337626,916.331085,0.0,6740.999506,6740.668710999999,0.33079500000076223,0.05970731796151721,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311515,,0,1,1,1 tick,2591.820191,407.765752,0.0,2999.733146,2999.585943,0.14720299999999042,0.0597072351773325,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311518,,0,1,1,1 tick,1185.452844,186.504863,0.0,1372.025035,1371.957707,0.06732799999986128,0.059707185516881645,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311525,,0,1,1,1 tick,26579.964464,23612.51328,0.0,50194.192635,50192.477744,1.714890999995987,0.04156899221639238,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311526,,0,1,1,1 tick,13867.660778,4337.015593,0.0,18205.534921,18204.676371,0.8585499999971944,0.05737916705441954,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311532,,0,1,1,1 tick,7752.990558,16159.91515,0.0,23913.555312,23912.905708000002,0.6496039999983623,0.03305125453938166,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311538,,0,1,1,1 tick,2270.363336,4831.127743,0.0,7101.681819,7101.491078999999,0.19074000000091473,0.03267863008197872,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311549,,-1,3,4,2–5 ticks,30.0,21.732314,0.0,0.0,51.732314,-51.732314,-1216.6666666666665,0.9999000099990001,1.0003000300009999,0.00040002000199979015,1.00010002
311568,,0,1,1,1 tick,218.112389,464.896906,0.0,683.027622,683.0092950000001,0.01832699999988563,0.03264648104073143,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311574,,0,1,1,1 tick,2201.287123,4770.112587,0.0,6971.585081,6971.39971,0.18537100000048667,0.03235142525879624,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311611,,0,1,1,1 tick,12476.801996,29468.780989,0.0,41946.645085,41945.582985,1.062099999995553,0.030807097546441602,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311620,,0,1,1,1 tick,711.260259,1698.760238,2409.960631,0.0,2410.020497,-0.059866000000056374,-0.03022255070336659,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311624,,0,1,1,1 tick,600.842156,1435.039778,2035.831361,0.0,2035.881934,-0.05057299999998577,-0.030223011612674402,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311650,,0,1,1,1 tick,13229.314152,34770.685847,0.0,48001.140607,47999.999999,1.1406080000015208,0.028911244445085315,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311748,,-1,2,3,2–5 ticks,213.036825,287.840642,259.168686,241.706077,500.877467,-0.00270400000005111,-0.006568206564438742,0.9999000099990001,1.00020001,0.0003000000009998338,1.0000500099995
311766,,0,2,2,2–5 ticks,1907.328956,1082.245922,2989.535704,0.0,2989.5748780000004,-0.039174000000457454,-0.01594263463721699,1.0,1.00020001,0.0002000099999999172,1.000100005
311791,,0,1,1,1 tick,44524.735334,155345.10129,199863.799079,0.0,199869.836624,-6.037544999999227,-0.036752317778784856,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311792,,-1,3,4,2–5 ticks,1233.762335,1000.071833,2233.844633,0.0,2233.834168,0.010465000000294822,0.005699803884021066,0.9999000099990001,1.0003000300009999,0.00040002000199979015,1.00010002
311804,,0,1,1,1 tick,2389.811889,8008.738495,10398.242001,0.0,10398.550384,-0.3083829999995942,-0.036081886687156235,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311808,,0,1,1,1 tick,1872.362485,6300.900803,0.0,8173.429056,8173.263288,0.1657679999998436,0.02467611685725616,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311819,,0,1,1,1 tick,3571.931584,12312.899998,0.0,15885.14861,15884.831582,0.31702799999948184,0.02428212084013832,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311874,,0,1,1,1 tick,5661.252377,19441.122946,0.0,25102.877603,25102.375323,0.50228000000061,0.02434460187415609,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311875,,0,2,2,2–5 ticks,75.956041,48.003673,123.957854,0.0,123.95971399999999,-0.0018599999999935335,-0.018255931116395868,1.0,1.00020001,0.0002000099999999172,1.000100005
311903,,0,1,1,1 tick,14979.707231,52547.576556,0.0,67528.615001,67527.283787,1.331214000005275,0.023985026631831198,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311922,,0,1,1,1 tick,9200.353064,32817.272685,0.0,42018.445047,42017.625749000006,0.8192979999948875,0.023723676645012952,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311929,,0,1,1,1 tick,44775.359728,208215.030422,0.0,252994.471418,252990.39015000002,4.0812679999799,0.019627396638918847,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
311966,,1,2,1,1 tick,3320.591083,0.0,0.0,0.0,3320.591083,-3320.591083,-1216.6666666666665,1.0001,1.00020001,0.00010000999999992821,1.000150005
312022,,0,1,1,1 tick,15700.949884,84096.267984,0.0,99798.664439,99797.217868,1.4465709999931278,0.017635709233760594,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
312115,,0,2,2,2–5 ticks,113.590866,82.713638,196.301019,0.0,196.304504,-0.0034850000000119508,-0.021599521391255868,1.0,1.00020001,0.0002000099999999172,1.000100005
312162,,0,1,1,1 tick,14658.09701,85114.733019,0.0,99774.188152,99772.830029,1.3581229999981588,0.01656145248010717,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
312193,,0,1,1,1 tick,1.460408,8.539108,0.0,9.99965,9.999516,0.00013400000000096668,0.01630412245297767,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
312333,,-4,6,10,6–10 ticks,999.092319,942.201529,1044.617788,896.672708,1941.293848,-0.0033519999999498395,-0.0021007982232093478,0.9996000999800035,1.0006001500200015,0.001000050039997924,1.0001001250000026
312354,,0,1,1,1 tick,11375.115954,68635.844188,0.0,80012.016784,80010.960142,1.05664200001047,0.016067562465581525,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
312380,,-1,1,2,2–5 ticks,569.153656,7437.392031,8006.598555,0.0,8006.545687,0.052867999999762105,0.008033768349999287,0.9999000099990001,1.0001,0.0001999900009999056,1.0000000049995
312411,,0,1,1,1 tick,7178.086296,43842.189294,0.0,51020.942898,51020.275590000005,0.6673079999964102,0.015913112789119537,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
312431,,-1,2,3,2–5 ticks,12275.936071,20018.677862,0.0,32296.369171,32294.613933,1.7552379999979166,0.06612680278806328,0.9999000099990001,1.00020001,0.0003000000009998338,1.0000500099995
312434,,0,1,1,1 tick,160.776464,981.040204,1141.774525,0.0,1141.816668,-0.04214299999989635,-0.04490561818739121,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
312444,,0,2,2,2–5 ticks,4885.113634,3695.775966,8580.730443,0.0,8580.8896,-0.15915700000005018,-0.022566543294849955,1.0,1.00020001,0.0002000099999999172,1.000100005
312474,,0,1,1,1 tick,20762.783587,129999.999997,0.0,150764.716876,150762.78358400002,1.9332919999724254,0.015601807537529527,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
312568,,0,1,1,1 tick,49.083384,944.212343,993.250852,0.0,993.295727,-0.044875000000047294,-0.05496642659646134,1.0,1.0001,9.999999999998899e-05,1.0000499999999999
312593,,1,2,1,1 tick,3197.958093,0.867789,3198.825794,0.0,3198.825882,-8.800000023256871e-05,-3.347061418756685e-05,1.0001,1.00020001,0.00010000999999992821,1.000150005
312597,,1,2,1,1 tick,13165.466574,317.377754,13482.812219,0.0,13482.844328,-0.03210899999976391,-0.0028974561338354983,1.0001,1.00020001,0.00010000999999992821,1.000150005
312601,,1,2,1,1 tick,38074.096609,917.846033,38991.849786,0.0,38991.942642,-0.09285600000293925,-0.0028973883409924225,1.0001,1.00020001,0.00010000999999992821,1.000150005
312603,,1,2,1,1 tick,2928.535694,70.597732,2999.126283,0.0,2999.1334260000003,-0.0071430000002692395,-0.0028977203631511835,1.0001,1.00020001,0.00010000999999992821,1.000150005
312605,,1,2,1,1 tick,1339.460597,32.290158,1371.747488,0.0,1371.750755,-0.003267000000050757,-0.0028976473937218678,1.0001,1.00020001,0.00010000999999992821,1.000150005
312617,,1,2,1,1 tick,216610.588672,41884.471421,258490.405259,0.0,258495.060093,-4.6548340000153985,-0.02190905065902559,1.0001,1.00020001,0.00010000999999992821,1.000150005
